Section,Text,Start_time_adjusted,Start_time_adjusted_round
6, the        ,456.67,456
6, next       ,456.75,456
6, bus        ,457.16,457
6, somehow    ,457.43,457
6, promised   ,458.68,458
6, henry      ,459.16,459
7, he         ,461.82,461
7, went       ,462.0,462
7, back       ,462.23,462
7, into       ,462.46,462
7, the        ,462.62,462
7, drugstore  ,462.72,462
7, followed   ,463.36,463
7, closely    ,463.74,463
7, by         ,464.36,464
7, ribsy      ,464.57,464
7, have       ,466.32,466
7, you        ,466.51,466
7, got        ,466.71,466
7, a          ,466.96,466
7, big        ,467.04,467
7, box        ,467.52,467
7, i          ,467.92,467
7, could      ,467.96,467
7, have       ,468.13,468
7, please     ,468.48,468
7, he         ,469.52,469
7, asked      ,469.71,469
7, the        ,469.94,469
7, man        ,470.01,470
7, at         ,470.24,470
7, the        ,470.33,470
7, toothpaste ,470.4,470
7, counter    ,470.91,470
7, i          ,471.84,471
7, need       ,472.11,472
7, one        ,472.29,472
7, big        ,472.55,472
7, enough     ,472.74,472
7, for        ,473.01,473
7, my         ,473.2,473
7, dog        ,473.37,473
7, the        ,474.95,474
7, clerk      ,475.04,475
7, leaned     ,475.48,475
7, over       ,475.91,475
7, the        ,476.14,476
7, counter    ,476.21,476
7, to         ,476.75,476
7, look       ,476.87,476
7, at         ,477.12,477
7, ribsy      ,477.25,477
7, a          ,478.79,478
7, cardboard  ,479.49,479
7, box        ,480.32,480
7, he         ,481.31,481
7, asked      ,481.5,481
7, yes        ,482.56,482
7, please     ,482.95,482
7, said       ,484.01,484
7, henry      ,484.23,484
7, wishing    ,484.89,484
7, the        ,485.37,485
7, man        ,485.46,485
7, would      ,485.72,485
7, hurry      ,485.82,485
7, he         ,486.72,486
7, didn't     ,486.88,486
7, want       ,487.16,487
7, to         ,487.37,487
7, be         ,487.41,487
7, late       ,487.52,487
7, getting    ,487.81,487
7, home       ,488.11,488
7, the        ,489.59,489
7, clerk      ,489.69,489
7, pulled     ,490.13,490
7, a          ,490.53,490
7, box        ,490.58,490
7, out        ,491.03,491
7, from       ,491.22,491
7, under      ,491.4,491
7, the        ,491.6,491
7, counter    ,491.68,491
7, this       ,493.28,493
7, hair       ,493.87,493
7, tonic      ,494.34,494
7, carton     ,494.79,494
7, is         ,495.25,495
7, the        ,495.46,495
7, only       ,495.62,495
7, one        ,495.93,495
7, i          ,496.12,496
7, have       ,496.24,496
7, i          ,497.6,497
7, guess      ,498.33,498
7, it's       ,498.75,498
7, big        ,499.04,499
7, enough     ,499.26,499
7, but        ,500.46,500
7, why        ,500.65,500
7, anyone     ,500.93,500
7, would      ,501.59,501
7, want       ,501.74,501
7, to         ,502.0,502
7, put        ,502.05,502
7, a          ,502.25,502
7, dog        ,502.33,502
7, in         ,503.01,503
7, a          ,503.17,503
7, cardboard  ,503.23,503
7, box        ,503.89,503
7, i          ,504.59,504
7, can't      ,504.9,504
7, understand ,505.39,505
7, the        ,507.62,507
7, box        ,507.71,507
7, was        ,508.1,508
7, about      ,508.24,508
7, two        ,508.6,508
7, feet       ,508.8,508
7, square     ,509.12,509
7, and        ,509.69,509
7, six        ,509.81,509
7, inches     ,510.2,510
7, deep       ,510.58,510
7, on         ,511.48,511
7, one        ,511.75,511
7, end        ,511.95,511
7, was        ,512.19,512
7, printed    ,512.38,512
7, don't      ,513.5,513
7, let        ,513.68,513
7, them       ,513.91,513
7, call       ,514.05,514
7, you        ,514.27,514
7, baldy      ,514.4,514
7, and        ,515.44,515
7, on         ,515.57,515
7, the        ,515.75,515
7, other      ,515.86,515
7, try        ,516.59,516
7, our        ,516.98,516
7, large      ,517.18,517
7, economy    ,517.51,517
7, size       ,518.04,518
8, henry      ,521.44,521
8, thanked    ,521.8,521
8, the        ,522.22,522
8, clerk      ,522.31,522
8, carried    ,523.07,523
8, the        ,523.42,523
8, box        ,523.5,523
8, out        ,523.87,523
8, to         ,524.06,524
8, the        ,524.13,524
8, bus        ,524.21,524
8, stop       ,524.47,524
8, and        ,525.11,525
8, put        ,525.28,525
8, it         ,525.54,525
8, on         ,525.64,525
8, the        ,525.81,525
8, sidewalk   ,525.84,525
8, ribsy      ,527.36,527
8, padded     ,527.88,527
8, after      ,528.24,528
8, him        ,528.54,528
8, get        ,529.7,529
8, in         ,529.88,529
8, fellow     ,530.15,530
8, henry      ,531.21,531
8, commanded  ,531.49,531
8, ribsy      ,532.83,532
8, understood ,533.3,533
8, he         ,534.55,534
8, stepped    ,534.7,534
8, into       ,535.11,535
8, the        ,535.3,535
8, box        ,535.41,535
8, and        ,535.87,535
8, sat        ,536.06,536
8, down       ,536.43,536
8, just       ,537.06,537
8, as         ,537.39,537
8, the        ,537.52,537
8, bus        ,537.61,537
8, came       ,537.93,537
8, around     ,538.17,538
8, the        ,538.42,538
8, corner     ,538.5,538
8, henry      ,539.95,539
8, had        ,540.28,540
8, to         ,540.47,540
8, kneel      ,540.54,540
8, to         ,541.05,541
8, pick       ,541.17,541
8, up         ,541.36,541
8, the        ,541.51,541
8, box        ,541.59,541
8, it         ,543.09,543
8, was        ,543.17,543
8, not        ,543.38,543
8, a          ,543.72,543
8, very       ,543.79,543
8, strong     ,544.11,544
8, box        ,544.68,544
8, and        ,545.5,545
8, he         ,545.64,545
8, had        ,545.72,545
8, to         ,546.04,546
8, put        ,546.07,546
8, his        ,546.25,546
8, arms       ,546.44,546
8, under      ,546.78,546
8, it         ,547.08,547
8, he         ,548.04,548
8, staggered  ,548.18,548
8, as         ,549.02,549
8, he         ,549.18,549
8, lifted     ,549.34,549
8, it         ,549.74,549
8, feeling    ,550.28,550
8, like       ,550.72,550
8, the        ,550.92,550
8, strong     ,551.0,551
8, man        ,551.6,551
8, who        ,551.84,551
8, lifted     ,551.98,551
8, weights    ,552.33,552
8, at         ,552.74,552
8, the        ,552.84,552
8, circus     ,552.93,552
8, ribsy      ,554.39,554
8, lovingly   ,554.99,554
8, licked     ,555.86,555
8, his        ,556.16,556
8, face       ,556.36,556
8, with       ,556.77,556
8, his        ,556.89,556
8, wet        ,557.09,557
8, pink       ,557.39,557
8, tongue     ,557.73,557
8, hey        ,558.98,558
8, cut        ,560.07,560
8, that       ,560.3,560
8, out        ,560.47,560
8, henry      ,561.2,561
8, ordered    ,561.53,561
8, you        ,562.46,562
8, better     ,562.67,562
8, be         ,563.1,563
8, good       ,563.33,563
8, if         ,563.64,563
8, you're     ,563.8,563
8, going      ,563.9,563
8, to         ,564.06,564
8, ride       ,564.14,564
8, on         ,564.42,564
8, the        ,564.57,564
8, bus        ,564.64,564
8, with       ,564.96,564
8, me         ,565.15,565
8, the        ,566.67,566
8, bus        ,566.76,566
8, stopped    ,566.98,566
8, at         ,567.42,567
8, the        ,567.53,567
8, curb       ,567.6,567
8, when       ,568.63,568
8, it         ,568.79,568
8, was        ,568.85,568
8, henry's    ,568.97,568
8, turn       ,569.36,569
8, to         ,569.61,569
8, get        ,569.7,569
8, on         ,569.85,569
8, he         ,570.64,570
8, had        ,570.78,570
8, trouble    ,571.09,571
8, finding    ,571.53,571
8, the        ,571.99,571
8, step       ,572.06,572
8, because    ,572.54,572
8, he         ,572.83,572
8, couldn't   ,572.87,572
8, see        ,573.16,573
8, his        ,573.35,573
8, feet       ,573.52,573
8, he         ,574.46,574
8, had        ,574.61,574
8, to         ,574.83,574
8, try        ,574.87,574
8, several    ,575.14,575
8, times      ,575.71,575
8, before     ,576.24,576
8, he         ,576.54,576
8, hit        ,576.67,576
8, it         ,576.85,576
9, then       ,578.96,578
9, he         ,579.56,579
9, discovered ,579.84,579
9, he         ,580.38,580
9, had        ,580.55,580
9, forgotten  ,580.7,580
9, to         ,581.45,581
9, take       ,581.58,581
9, his        ,581.87,581
9, dime       ,582.13,582
9, out        ,582.58,582
9, of         ,582.76,582
9, his        ,582.86,582
9, pocket     ,583.05,583
9, he         ,584.43,584
9, was        ,584.57,584
9, afraid     ,584.7,584
9, to         ,585.17,585
9, put        ,585.21,585
9, the        ,585.45,585
9, box        ,585.52,585
9, down       ,585.96,585
9, for        ,586.26,586
9, fear       ,586.42,586
9, ribsy      ,586.82,586
9, might      ,587.22,587
9, escape     ,587.42,587
9, he         ,589.13,589
9, turned     ,589.3,589
9, sideways   ,589.6,589
9, to         ,590.25,590
9, the        ,590.35,590
9, driver     ,590.43,590
9, and        ,590.87,590
9, asked      ,591.0,591
9, politely   ,591.42,591
9, will       ,592.84,592
9, you        ,593.21,593
9, please     ,593.46,593
9, take       ,593.9,593
9, the        ,594.13,594
9, dime       ,594.23,594
9, out        ,594.66,594
9, of         ,594.84,594
9, my         ,594.95,594
9, pocket     ,595.09,595
9, for        ,595.56,595
9, me         ,595.69,595
9, my         ,596.4,596
9, hands      ,596.77,596
9, are        ,597.15,597
9, full       ,597.24,597
9, the        ,598.73,598
9, driver     ,598.83,598
9, pushed     ,599.29,599
9, his        ,599.62,599
9, cap        ,599.83,599
9, back       ,600.13,600
9, on         ,600.42,600
9, his        ,600.55,600
9, head       ,600.75,600
9, and        ,600.96,600
9, exclaimed  ,601.08,601
9, full       ,602.3,602
9, i          ,603.28,603
9, should     ,603.44,603
9, say        ,603.68,603
9, they       ,604.16,604
9, are        ,604.31,604
9, full       ,604.47,604
9, and        ,605.35,605
9, just       ,605.48,605
9, where      ,605.66,605
9, do         ,606.05,606
9, you        ,606.11,606
9, think      ,606.25,606
9, you're     ,606.52,606
9, going      ,606.7,606
9, with       ,607.13,607
9, that       ,607.25,607
9, animal     ,607.44,607
9, home       ,609.08,609
9, said       ,610.24,610
9, henry      ,610.49,610
9, in         ,610.85,610
9, a          ,610.96,610
9, small      ,611.02,611
9, voice      ,611.43,611
9, the        ,612.61,612
9, passengers ,612.69,612
9, were       ,613.38,613
9, staring    ,613.48,613
9, and        ,614.36,614
9, most       ,614.73,614
9, of         ,615.08,615
9, them       ,615.18,615
9, were       ,615.43,615
9, smiling    ,615.56,615
9, the        ,617.02,617
9, box        ,617.1,617
9, was        ,617.55,617
9, getting    ,617.71,617
9, heavier    ,617.97,617
9, every      ,618.54,618
9, minute     ,619.01,619
9, not        ,620.4,620
9, on         ,620.83,620
9, this       ,621.04,621
9, bus        ,621.24,621
9, you're     ,621.57,621
9, not        ,621.67,621
9, said       ,622.43,622
9, the        ,622.7,622
9, driver     ,622.73,622
9, but        ,623.92,623
9, the        ,624.35,624
9, man        ,624.44,624
9, on         ,624.72,624
9, the        ,624.87,624
9, last       ,624.93,624
9, bus        ,625.36,625
9, said       ,625.68,625
9, i          ,625.82,625
9, could      ,625.9,625
9, take       ,626.09,626
9, the        ,626.35,626
9, dog        ,626.43,626
9, on         ,626.77,626
9, the        ,626.93,626
9, bus        ,627.0,627
9, in         ,627.45,627
9, a          ,627.55,627
9, box        ,627.61,627
9, protested  ,628.63,628
9, henry      ,629.09,629
9, who        ,630.03,630
9, was        ,630.17,630
9, afraid     ,630.3,630
9, he         ,630.69,630
9, couldn't   ,630.79,630
9, hold       ,631.11,631
9, the        ,631.45,631
9, dog        ,631.49,631
9, much       ,631.84,631
9, longer     ,632.05,632
9, he         ,633.14,633
9, said       ,633.32,633
9, it         ,633.64,633
9, was        ,633.7,633
9, a          ,633.9,633
9, company    ,633.96,633
9, rule       ,634.56,634
9, he         ,635.94,635
9, meant      ,636.16,636
9, a          ,636.7,636
9, big        ,636.76,636
9, box        ,637.15,637
9, tied       ,637.5,637
9, shut       ,637.79,637
9, a          ,638.53,638
9, box        ,638.63,638
9, with       ,638.92,638
9, holes      ,639.05,639
9, punched    ,639.52,639
9, in         ,639.85,639
9, it         ,639.96,639
9, for        ,640.05,640
9, the        ,640.19,640
9, dog        ,640.28,640
9, to         ,640.58,640
9, breathe    ,640.65,640
9, through    ,641.45,641
10, henry      ,644.63,644
10, was        ,645.13,645
10, horrified  ,645.31,645
10, to         ,646.17,646
10, hear       ,646.2,646
10, ribsy      ,646.58,646
10, growl      ,646.99,646
10, shut       ,648.21,648
10, up         ,648.61,648
10, he         ,649.28,649
10, ordered    ,649.5,649
10, ribsy      ,651.09,651
10, began      ,651.57,651
10, to         ,651.85,651
10, scratch    ,651.92,651
10, his        ,652.37,652
10, left       ,652.55,652
10, ear        ,652.94,652
10, with       ,653.17,653
10, his        ,653.31,653
10, left       ,653.5,653
10, hind       ,653.86,653
10, foot       ,654.17,654
10, the        ,655.19,655
10, box        ,655.46,655
10, began      ,656.03,656
10, to         ,656.43,656
10, tear       ,656.55,656
10, ribsy      ,657.89,657
10, jumped     ,658.33,658
10, out        ,658.67,658
10, of         ,658.87,658
10, the        ,658.98,658
10, box        ,659.05,659
10, and        ,659.48,659
10, off        ,659.78,659
10, the        ,660.02,660
10, bus        ,660.1,660
10, and        ,660.58,660
10, henry      ,660.68,660
10, jumped     ,661.09,661
10, after      ,661.37,661
10, him        ,661.68,661
10, the        ,662.74,662
10, bus        ,662.83,662
10, pulled     ,663.19,663
10, away       ,663.56,663
10, with       ,663.98,663
10, a          ,664.16,664
10, puff       ,664.22,664
10, of         ,664.74,664
10, exhaust    ,664.92,664
10, now        ,666.69,666
10, see        ,667.17,667
10, what       ,667.43,667
10, you've     ,667.51,667
10, done       ,667.85,667
10, you've     ,668.64,668
10, spoiled    ,668.87,668
10, everything ,669.55,669
10, the        ,671.41,671
10, dog        ,671.49,671
10, hung       ,671.88,671
10, his        ,672.17,672
10, head       ,672.39,672
10, and        ,672.73,672
10, tucked     ,672.86,672
10, his        ,673.15,673
10, tail       ,673.35,673
10, between    ,673.65,673
10, his        ,673.99,673
10, legs       ,674.13,674
10, if         ,675.58,675
10, i          ,675.74,675
10, can't      ,675.84,675
10, get        ,676.16,676
10, you        ,676.3,676
10, home       ,676.5,676
10, how        ,677.5,677
10, can        ,677.84,677
10, i          ,678.05,678
10, keep       ,678.17,678
10, you        ,678.59,678
10, henry      ,680.29,680
10, sat        ,680.69,680
10, down       ,680.95,680
10, on         ,681.27,681
10, the        ,681.38,681
10, curb       ,681.46,681
10, to         ,681.82,681
10, think      ,681.92,681
10, it         ,682.94,682
10, was        ,683.05,683
10, so         ,683.22,683
10, late       ,683.49,683
10, and        ,684.31,684
10, the        ,684.41,684
10, clouds     ,684.45,684
10, were       ,684.92,684
10, so         ,685.05,685
10, dark       ,685.37,685
10, that       ,686.17,686
10, he         ,686.3,686
10, didn't     ,686.37,686
10, want       ,686.62,686
10, to         ,686.78,686
10, waste      ,686.86,686
10, time       ,687.22,687
10, looking    ,687.62,687
10, for        ,687.93,687
10, a          ,688.17,688
10, big        ,688.22,688
10, box        ,688.48,688
10, his        ,689.8,689
10, mother     ,690.07,690
10, was        ,690.43,690
10, probably   ,690.65,690
10, beginning  ,691.27,691
10, to         ,691.73,691
10, worry      ,691.84,691
10, about      ,692.27,692
10, him        ,692.53,692
11, people     ,694.78,694
11, were       ,695.11,695
11, stopping   ,695.21,695
11, on         ,695.7,695
11, the        ,695.84,695
11, corner     ,695.91,695
11, to         ,696.36,696
11, wait       ,696.55,696
11, for        ,696.83,696
11, the        ,696.92,696
11, next       ,697.01,697
11, bus        ,697.37,697
11, among      ,698.63,698
11, them       ,699.0,699
11, henry      ,699.57,699
11, noticed    ,699.97,699
11, an         ,700.39,700
11, elderly    ,700.6,700
11, lady       ,701.03,701
11, carrying   ,701.55,701
11, a          ,702.02,702
11, large      ,702.09,702
11, paper      ,702.56,702
11, shopping   ,702.87,702
11, bag        ,703.38,703
11, full       ,703.7,703
11, of         ,703.98,703
11, apples     ,704.06,704
11, the        ,705.6,705
11, shopping   ,705.69,705
11, bag        ,706.32,706
11, gave       ,706.83,706
11, him        ,707.25,707
11, an         ,707.43,707
11, idea       ,707.54,707
11, jumping    ,709.16,709
11, up         ,709.58,709
11, he         ,709.91,709
11, snapped    ,710.09,710
11, his        ,710.53,710
11, fingers    ,710.73,710
11, at         ,711.08,711
11, ribs       ,711.2,711
11, and        ,711.67,711
11, ran        ,711.79,711
11, back       ,712.24,712
11, into       ,712.5,712
11, the        ,712.7,712
11, drugstore  ,712.77,712
11, you        ,714.47,714
11, back       ,714.66,714
11, again      ,715.04,715
11, asked      ,716.28,716
11, the        ,716.53,716
11, toothpaste ,716.59,716
11, clerk      ,717.1,717
11, what       ,718.04,718
11, do         ,718.26,718
11, you        ,718.32,718
11, want       ,718.46,718
11, this       ,718.81,718
11, time       ,719.17,719
11, string     ,719.83,719
11, and        ,720.65,720
11, paper      ,720.94,720
11, to         ,721.42,721
11, wrap       ,721.49,721
11, your       ,721.81,721
11, dog        ,721.95,721
11, in         ,722.31,722
11, no         ,723.5,723
11, sir        ,723.85,723
11, said       ,724.73,724
11, henry      ,724.97,724
11, i          ,725.98,725
11, want       ,726.27,726
11, one        ,726.51,726
11, of         ,726.66,726
11, those      ,726.71,726
11, big        ,726.97,726
11, nickel     ,727.24,727
11, shopping   ,727.52,727
11, bags       ,728.0,728
11, he         ,729.22,729
11, laid       ,729.36,729
11, his        ,729.6,729
11, last       ,729.78,729
11, nickel     ,730.13,730
11, on         ,730.45,730
11, the        ,730.6,730
11, counter    ,730.66,730
11, well       ,732.14,732
11, i'll       ,732.75,732
11, be         ,733.47,733
11, darned     ,733.67,733
11, said       ,734.91,734
11, the        ,735.17,735
11, clerk      ,735.21,735
11, and        ,736.17,736
11, handed     ,736.28,736
11, the        ,736.65,736
11, bag        ,736.71,736
11, across     ,736.99,736
11, the        ,737.36,737
11, counter    ,737.43,737
11, henry      ,739.06,739
11, opened     ,739.43,739
11, the        ,739.74,739
11, bag        ,739.84,739
11, and        ,740.3,740
11, set        ,740.42,740
11, it         ,740.65,740
11, up         ,740.74,740
11, on         ,740.89,740
11, the        ,741.03,741
11, floor      ,741.09,741
11, he         ,742.36,742
11, picked     ,742.55,742
11, up         ,742.81,742
11, ribsy      ,742.97,742
11, and        ,743.77,743
11, shoved     ,743.9,743
11, him        ,744.25,744
11, hind       ,744.46,744
11, feet       ,744.91,744
11, first      ,745.32,745
11, into       ,745.84,745
11, the        ,746.05,746
11, bag        ,746.16,746
11, then       ,747.23,747
11, he         ,747.65,747
11, pushed     ,747.85,747
11, his        ,748.13,748
11, front      ,748.36,748
11, feet       ,748.65,748
11, in         ,748.92,748
11, a          ,749.94,749
11, lot        ,750.05,750
11, of         ,750.52,750
11, ribsy      ,750.68,750
11, was        ,751.05,751
11, left       ,751.21,751
11, over       ,751.51,751
11, the        ,753.02,753
11, clerk      ,753.1,753
11, was        ,753.38,753
11, leaning    ,753.52,753
11, over       ,753.79,753
11, the        ,753.98,753
11, counter    ,754.06,754
11, watching   ,754.4,754
11, i          ,756.02,756
11, guess      ,756.91,756
11, i'll       ,757.22,757
11, have       ,757.37,757
11, to         ,757.63,757
11, have       ,757.72,757
11, some       ,757.96,757
11, string     ,758.16,758
11, and        ,758.71,758
11, paper      ,758.84,758
11, too        ,759.18,759
11, henry      ,760.04,760
11, said       ,760.33,760
11, if         ,761.42,761
11, i          ,761.67,761
11, can        ,761.79,761
11, have       ,761.95,761
11, some       ,762.19,762
11, free       ,762.46,762
11, well       ,763.98,763
11, now        ,764.99,764
11, i've       ,765.67,765
11, seen       ,766.1,766
11, everything ,766.54,766
11, the        ,768.08,768
11, clerk      ,768.16,768
11, shook      ,768.47,768
11, his        ,768.75,768
11, head       ,769.01,769
11, as         ,769.43,769
11, he         ,769.58,769
11, handed     ,769.7,769
11, a          ,770.0,770
11, piece      ,770.05,770
11, of         ,770.37,770
11, string     ,770.45,770
11, and        ,771.25,771
11, a          ,771.44,771
11, big        ,771.5,771
11, sheet      ,771.82,771
11, of         ,772.1,772
11, paper      ,772.23,772
11, across     ,772.64,772
11, the        ,773.01,773
11, counter    ,773.09,773
12, ribsy      ,776.31,776
12, whimpered  ,776.78,776
12, but        ,778.06,778
12, he         ,778.2,778
12, held       ,778.37,778
12, still      ,778.74,778
12, while      ,779.45,779
12, henry      ,779.67,779
12, wrapped    ,780.04,780
12, the        ,780.38,780
12, paper      ,780.45,780
12, loosely    ,781.01,781
12, around     ,781.51,781
12, his        ,781.81,781
12, head       ,781.98,781
12, and        ,782.21,782
12, shoulders  ,782.31,782
12, and        ,783.23,783
12, tied       ,783.41,783
12, it         ,783.72,783
12, with       ,783.81,783
12, the        ,783.98,783
12, string     ,784.09,784
12, the        ,785.35,785
12, dog        ,785.44,785
12, made       ,785.77,785
12, a          ,785.99,785
12, lumpy      ,786.05,786
12, package    ,786.48,786
12, but        ,787.66,787
12, by         ,787.9,787
12, taking     ,788.1,788
12, one        ,788.51,788
12, handle     ,788.87,788
12, of         ,789.27,789
12, the        ,789.4,789
12, bag        ,789.47,789
12, in         ,789.85,789
12, each       ,790.04,790
12, hand       ,790.32,790
12, henry      ,791.08,791
12, was        ,791.39,791
12, able       ,791.55,791
12, to         ,791.78,791
12, carry      ,791.89,791
12, it         ,792.21,792
12, to         ,792.31,792
12, the        ,792.45,792
12, bus        ,792.53,792
12, stop       ,792.77,792
12, he         ,794.1,794
12, didn't     ,794.24,794
12, think      ,794.52,794
12, the        ,794.72,794
12, bus        ,794.8,794
12, driver     ,795.05,795
12, would      ,795.35,795
12, notice     ,795.55,795
12, him        ,795.9,795
12, it         ,796.73,796
12, was        ,796.9,796
12, getting    ,797.1,797
12, dark       ,797.42,797
12, and        ,798.02,798
12, a          ,798.16,798
12, crowd      ,798.2,798
12, of         ,798.5,798
12, people     ,798.64,798
12, most       ,799.45,799
12, of         ,799.88,799
12, them       ,799.92,799
12, with       ,800.2,800
12, packages   ,800.35,800
12, was        ,801.24,801
12, waiting    ,801.38,801
12, on         ,801.71,801
12, the        ,801.8,801
12, corner     ,801.87,801
12, a          ,803.23,803
12, few        ,803.3,803
12, spatters   ,803.46,803
12, of         ,804.32,804
12, rain       ,804.46,804
12, hit        ,804.77,804
12, the        ,804.97,804
12, pavement   ,805.05,805
12, this       ,806.62,806
12, time       ,806.89,806
12, henry      ,807.59,807
12, remembered ,808.06,808
12, his        ,808.76,808
12, dime       ,809.06,809
12, both       ,810.22,810
12, hands      ,810.46,810
12, were       ,810.78,810
12, full       ,810.88,810
12, so         ,811.64,811
12, he         ,811.81,811
12, held       ,811.98,811
12, the        ,812.28,812
12, dime       ,812.36,812
12, in         ,812.67,812
12, his        ,812.77,812
12, teeth      ,812.98,812
12, and        ,813.42,813
12, stood      ,813.53,813
12, behind     ,813.85,813
12, the        ,814.18,814
12, woman      ,814.26,814
12, with       ,814.63,814
12, the        ,814.76,814
12, bag        ,814.85,814
12, of         ,815.11,815
12, apples     ,815.21,815
12, ribsy      ,816.61,816
12, wiggled    ,817.13,817
12, and        ,817.67,817
12, whined     ,817.83,817
12, even       ,818.85,818
12, though     ,819.11,819
12, henry      ,819.28,819
12, tried      ,819.65,819
12, to         ,820.07,820
12, pet        ,820.11,820
12, him        ,820.35,820
12, through    ,820.54,820
12, the        ,820.71,820
12, paper      ,820.79,820
12, when       ,822.44,822
12, the        ,822.63,822
12, bus        ,822.71,822
12, stopped    ,823.0,823
12, he         ,823.78,823
12, climbed    ,823.95,823
12, on         ,824.47,824
12, behind     ,824.74,824
12, the        ,825.08,825
12, lady       ,825.19,825
12, quickly    ,826.14,826
12, set        ,826.64,826
12, the        ,826.89,826
12, bag        ,826.98,826
12, down       ,827.33,827
12, dropped    ,828.28,828
12, his        ,828.6,828
12, dime       ,828.83,828
12, in         ,829.12,829
12, the        ,829.25,829
12, slot       ,829.3,829
12, picked     ,830.25,830
12, up         ,830.49,830
12, the        ,830.69,830
12, bag        ,830.77,830
12, and        ,831.54,831
12, squirmed   ,831.68,831
12, through    ,832.3,832
12, the        ,832.57,832
12, crowd      ,832.67,832
12, to         ,833.12,833
12, a          ,833.28,833
12, seat       ,833.33,833
12, beside     ,834.04,834
12, a          ,834.38,834
12, fat        ,834.42,834
12, man        ,834.81,834
12, near       ,835.28,835
12, the        ,835.44,835
12, back       ,835.54,835
12, of         ,835.86,835
12, the        ,835.98,835
12, bus        ,836.07,836
